id,split,tokens,label,error_type,target_depth,max_depth,input_length,original_length,error_position,original,corrupted,correction_actions
149,probe_depth_train,) [ ] ( ),0,E4_premature_close,1,1,5,4,0,[ ] ( ),) [ ] ( ),"[""DELETE"", ""OK"", ""OK"", ""OK"", ""OK""]"
150,probe_depth_train,[ ] ( ) ( [ ] ( ) ( ) ( ( [ ( ) [ ] ( ) ] ) ) ( ( ) ) ( [ ] ) ( ) [ ] [ ( ) ] [ ] ( ) [ ( ) ] ( ) ( ) ( ( [ ] ( ( ) ) ( ) ) ),0,E1_missing_closer,4,4,63,64,9,[ ] ( ) ( [ ] ( ) ( ) ) ( ( [ ( ) [ ] ( ) ] ) ) ( ( ) ) ( [ ] ) ( ) [ ] [ ( ) ] [ ] ( ) [ ( ) ] ( ) ( ) ( ( [ ] ( ( ) ) ( ) ) ),[ ] ( ) ( [ ] ( ) ( ) ( ( [ ( ) [ ] ( ) ] ) ) ( ( ) ) ( [ ] ) ( ) [ ] [ ( ) ] [ ] ( ) [ ( ) ] ( ) ( ) ( ( [ ] ( ( ) ) ( ) ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RPAREN"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
151,probe_depth_train,[ [ ] [ ] ( ) [ ],0,E2_spurious_opener,1,1,9,8,0,[ ] [ ] ( ) [ ],[ [ ] [ ] ( ) [ ],"[""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
152,probe_depth_train,[ ] ( ( ) ) ( ) [ ] [ [ ] ] [ [ ( ) [ ] ] ( ) ( ) ( ( ( ) ) ( [ ] ( ) ) ( ( ) ( ) ) [ ( [ ] ) [ ( ) ( ( ( ) [ ] ) ) ] ] ( [ ] ) ( ( ( ) ) [ ( [ ] ) ] ) ) ],1,no_error,7,7,78,78,-1,[ ] ( ( ) ) ( ) [ ] [ [ ] ] [ [ ( ) [ ] ] ( ) ( ) ( ( ( ) ) ( [ ] ( ) ) ( ( ) ( ) ) [ ( [ ] ) [ ( ) ( ( ( ) [ ] ) ) ] ] ( [ ] ) ( ( ( ) ) [ ( [ ] ) ] ) ) ],[ ] ( ( ) ) ( ) [ ] [ [ ] ] [ [ ( ) [ ] ] ( ) ( ) ( ( ( ) ) ( [ ] ( ) ) ( ( ) ( ) ) [ ( [ ] ) [ ( ) ( ( ( ) [ ] ) ) ] ] ( [ ] ) ( ( ( ) ) [ ( [ ] ) ] ) ) ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
153,probe_depth_train,( [ ] ( ) ),1,no_error,2,2,6,6,-1,( [ ] ( ) ),( [ ] ( ) ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
154,probe_depth_train,( [ ( ( [ [ ] [ ] ] ) ) ] ),1,no_error,6,6,14,14,-1,( [ ( ( [ [ ] [ ] ] ) ) ] ),( [ ( ( [ [ ] [ ] ] ) ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
155,probe_depth_train,( ) [ [ ] ] ( [ ] ( ) ) ( ) ( ( ( [ ] ( ) ) ) [ ( ( [ ] ) ] ) ( ) ( ) [ ] ( [ ] ) [ ( ( ( ) ) ) ] ( ( ) ) [ ( [ ] [ [ ] ] ( ) [ ] ) ] [ ] ( [ ] [ ] ),0,E1_missing_closer,4,4,75,76,25,( ) [ [ ] ] ( [ ] ( ) ) ( ) ( ( ( [ ] ( ) ) ) [ ( ( ) [ ] ) ] ) ( ) ( ) [ ] ( [ ] ) [ ( ( ( ) ) ) ] ( ( ) ) [ ( [ ] [ [ ] ] ( ) [ ] ) ] [ ] ( [ ] [ ] ),( ) [ [ ] ] ( [ ] ( ) ) ( ) ( ( ( [ ] ( ) ) ) [ ( ( [ ] ) ] ) ( ) ( ) [ ] ( [ ] ) [ ( ( ( ) ) ) ] ( ( ) ) [ ( [ ] [ [ ] ] ( ) [ ] ) ] [ ] ( [ ] [ ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""INSERT_RPAREN"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
156,probe_depth_train,( ) [ [ ( ) ] ] [ ] [ ] ( ( [ [ ( ( ) ) ] ] [ ( ) ] ) ( ) [ ] ( ) ( ) [ [ ( [ ] ) ] ] [ ] [ ( ) ] [ [ ( ( ) [ [ ] ( [ ] [ ] ) ] ) [ [ ] [ ] ] ] ] ( ) [ ] [ ],0,E2_spurious_opener,6,6,79,78,13,( ) [ [ ( ) ] ] [ ] [ ] ( [ [ ( ( ) ) ] ] [ ( ) ] ) ( ) [ ] ( ) ( ) [ [ ( [ ] ) ] ] [ ] [ ( ) ] [ [ ( ( ) [ [ ] ( [ ] [ ] ) ] ) [ [ ] [ ] ] ] ] ( ) [ ] [ ],( ) [ [ ( ) ] ] [ ] [ ] ( ( [ [ ( ( ) ) ] ] [ ( ) ] ) ( ) [ ] ( ) ( ) [ [ ( [ ] ) ] ] [ ] [ ( ) ] [ [ ( ( ) [ [ ] ( [ ] [ ] ) ] ) [ [ ] [ ] ] ] ] ( ) [ ] [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
157,probe_depth_train,( ) [ ] [ ] ( ) ( ) [ ],1,no_error,1,1,12,12,-1,( ) [ ] [ ] ( ) ( ) [ ],( ) [ ] [ ] ( ) ( ) [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
158,probe_depth_train,[ [ ( [ ] ( ( ( ) [ [ ] [ ] ] ) ( [ [ ] [ ] ( ) ( ) [ ] ] ) [ [ ] ] ) [ [ ] ] [ ] ) ( ) ( ( ( ) [ ( ( ) ) ] ) ( ( [ ] ( [ ] ( ) ( ) ) ( ) ( ) ) ) ) ] ],1,no_error,7,7,76,76,-1,[ [ ( [ ] ( ( ( ) [ [ ] [ ] ] ) ( [ [ ] [ ] ( ) ( ) [ ] ] ) [ [ ] ] ) [ [ ] ] [ ] ) ( ) ( ( ( ) [ ( ( ) ) ] ) ( ( [ ] ( [ ] ( ) ( ) ) ( ) ( ) ) ) ) ] ],[ [ ( [ ] ( ( ( ) [ [ ] [ ] ] ) ( [ [ ] [ ] ( ) ( ) [ ] ] ) [ [ ] ] ) [ [ ] ] [ ] ) ( ) ( ( ( ) [ ( ( ) ) ] ) ( ( [ ] ( [ ] ( ) ( ) ) ( ) ( ) ) ) ) ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
159,probe_depth_train,[ [ [ [ ] [ ] ] ] ] [ [ ] ] ( ( ( ) ) ) ( ) [ ],1,no_error,4,4,24,24,-1,[ [ [ [ ] [ ] ] ] ] [ [ ] ] ( ( ( ) ) ) ( ) [ ],[ [ [ [ ] [ ] ] ] ] [ [ ] ] ( ( ( ) ) ) ( ) [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
160,probe_depth_train,] [ [ ] ] ( ( ) ) ( [ ( ) ] ),0,E4_premature_close,3,3,15,14,0,[ [ ] ] ( ( ) ) ( [ ( ) ] ),] [ [ ] ] ( ( ) ) ( [ ( ) ] ),"[""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
161,probe_depth_train,) [ ( ) ( [ ( [ ] [ ] ) ] ) [ ( [ ] ) [ [ [ [ ] ] ] ] ] ],0,E4_premature_close,6,6,29,28,0,[ ( ) ( [ ( [ ] [ ] ) ] ) [ ( [ ] ) [ [ [ [ ] ] ] ] ] ],) [ ( ) ( [ ( [ ] [ ] ) ] ) [ ( [ ] ) [ [ [ [ ] ] ] ] ] ],"[""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
162,probe_depth_train,( [ ] ) [ ] [ [ ] ( [ ( ) ( ( ( ( ) ( ) ) ( ) ( ) ) ) ] ) [ ] ( ) ] [ ] ( [ ( ) [ [ ] ( ( ( ) ( ) [ ] ( ) ) ) ] ] ) [ ] [ ( ) ] ),0,E4_premature_close,7,7,65,64,64,( [ ] ) [ ] [ [ ] ( [ ( ) ( ( ( ( ) ( ) ) ( ) ( ) ) ) ] ) [ ] ( ) ] [ ] ( [ ( ) [ [ ] ( ( ( ) ( ) [ ] ( ) ) ) ] ] ) [ ] [ ( ) ],( [ ] ) [ ] [ [ ] ( [ ( ) ( ( ( ( ) ( ) ) ( ) ( ) ) ) ] ) [ ] ( ) ] [ ] ( [ ( ) [ [ ] ( ( ( ) ( ) [ ] ( ) ) ) ] ] ) [ ] [ ( ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE""]"
163,probe_depth_train,( ) ] ( ( ) ) [ ( ( ) [ ] ) ( ( ) ) ] ( ( ) ) [ ] [ ] ( ),0,E4_premature_close,3,3,29,28,2,( ) ( ( ) ) [ ( ( ) [ ] ) ( ( ) ) ] ( ( ) ) [ ] [ ] ( ),( ) ] ( ( ) ) [ ( ( ) [ ] ) ( ( ) ) ] ( ( ) ) [ ] [ ] ( ),"[""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
164,probe_depth_train,[ [ ] ( ( ) ) ] [ ( ) ( [ ( [ ] ) ( [ ] ( [ ] ( ) ) ) [ [ ] ] ] ) ( ) [ [ ] ] [ [ ] ] ],1,no_error,6,6,44,44,-1,[ [ ] ( ( ) ) ] [ ( ) ( [ ( [ ] ) ( [ ] ( [ ] ( ) ) ) [ [ ] ] ] ) ( ) [ [ ] ] [ [ ] ] ],[ [ ] ( ( ) ) ] [ ( ) ( [ ( [ ] ) ( [ ] ( [ ] ( ) ) ) [ [ ] ] ] ) ( ) [ [ ] ] [ [ ] ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
165,probe_depth_train,( ( ) [ ( [ ] ) ] ),1,no_error,4,4,10,10,-1,( ( ) [ ( [ ] ) ] ),( ( ) [ ( [ ] ) ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
166,probe_depth_train,] ( [ [ ] [ ( ) ] ] ) [ ( ( [ ] [ [ ] ] ) ) [ [ [ ( ) ] [ ] ( ) ] ] ],0,E4_premature_close,5,5,35,34,0,( [ [ ] [ ( ) ] ] ) [ ( ( [ ] [ [ ] ] ) ) [ [ [ ( ) ] [ ] ( ) ] ] ],] ( [ [ ] [ ( ) ] ] ) [ ( ( [ ] [ [ ] ] ) ) [ [ [ ( ) ] [ ] ( ) ] ] ],"[""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
167,probe_depth_train,[ ] [ ] ( ) [ ] [ ],1,no_error,1,1,10,10,-1,[ ] [ ] ( ) [ ] [ ],[ ] [ ] ( ) [ ] [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
168,probe_depth_train,( [ ] ) ( ) ( [ [ ( ) ] ] ),1,no_error,4,4,14,14,-1,( [ ] ) ( ) ( [ [ ( ) ] ] ),( [ ] ) ( ) ( [ [ ( ) ] ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
169,probe_depth_train,[ ( ( ) ) [ ] ( ) ] [ ( ) [ [ ] ] [ [ ] ( ) [ ] ] ] ( [ [ ( ( ) ) ( ) ] [ ] ] ( [ ] ) ) ( ( [ ( ) ( ) [ ] ] ) ) ( [ ] ) [ ] ( [ [ [ ( ( ) ) [ ( ) ] ] ] ] ),1,no_error,6,6,78,78,-1,[ ( ( ) ) [ ] ( ) ] [ ( ) [ [ ] ] [ [ ] ( ) [ ] ] ] ( [ [ ( ( ) ) ( ) ] [ ] ] ( [ ] ) ) ( ( [ ( ) ( ) [ ] ] ) ) ( [ ] ) [ ] ( [ [ [ ( ( ) ) [ ( ) ] ] ] ] ),[ ( ( ) ) [ ] ( ) ] [ ( ) [ [ ] ] [ [ ] ( ) [ ] ] ] ( [ [ ( ( ) ) ( ) ] [ ] ] ( [ ] ) ) ( ( [ ( ) ( ) [ ] ] ) ) ( [ ] ) [ ] ( [ [ [ ( ( ) ) [ ( ) ] ] ] ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
170,probe_depth_train,( ) ( ) [ ( [ ] ) ( ) [ ] [ [ ( ) [ ] ] ] ],1,no_error,4,4,22,22,-1,( ) ( ) [ ( [ ] ) ( ) [ ] [ [ ( ) [ ] ] ] ],( ) ( ) [ ( [ ] ) ( ) [ ] [ [ ( ) [ ] ] ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
171,probe_depth_train,[ ] ( ( [ ] ),0,E2_spurious_opener,2,2,7,6,3,[ ] ( [ ] ),[ ] ( ( [ ] ),"[""OK"", ""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK""]"
172,probe_depth_train,[ ] ( [ ] ) [ ] ( ) ( ) [ ] [ ] [ ),0,E3_type_mismatch,2,2,18,18,17,[ ] ( [ ] ) [ ] ( ) ( ) [ ] [ ] [ ],[ ] ( [ ] ) [ ] ( ) ( ) [ ] [ ] [ ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""REPLACE_RBRACK""]"
173,probe_depth_train,[ [ ] [ ] [ ] ] ( ( [ ] ) ) ( ( ) [ [ ] ( [ ] ) ( ( [ ( ( ) ) ] ( ) ( ) ) ) ( ( ) ( [ ] [ [ ] ] ) ) ] [ ] ),1,no_error,7,7,54,54,-1,[ [ ] [ ] [ ] ] ( ( [ ] ) ) ( ( ) [ [ ] ( [ ] ) ( ( [ ( ( ) ) ] ( ) ( ) ) ) ( ( ) ( [ ] [ [ ] ] ) ) ] [ ] ),[ [ ] [ ] [ ] ] ( ( [ ] ) ) ( ( ) [ [ ] ( [ ] ) ( ( [ ( ( ) ) ] ( ) ( ) ) ) ( ( ) ( [ ] [ [ ] ] ) ) ] [ ] ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
174,probe_depth_train,[ [ ( ) ] ],1,no_error,3,3,6,6,-1,[ [ ( ) ] ],[ [ ( ) ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
175,probe_depth_train,[ ] ) [ ( ) [ ] [ ] ],0,E4_premature_close,2,2,11,10,2,[ ] [ ( ) [ ] [ ] ],[ ] ) [ ( ) [ ] [ ] ],"[""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
176,probe_depth_train,( ) [ ] [ ] ( ),1,no_error,1,1,8,8,-1,( ) [ ] [ ] ( ),( ) [ ] [ ] ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
177,probe_depth_train,[ ] [ [ ] ( ( ) ) ] [ ] [ ] ( ),1,no_error,3,3,16,16,-1,[ ] [ [ ] ( ( ) ) ] [ ] [ ] ( ),[ ] [ [ ] ( ( ) ) ] [ ] [ ] ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
178,probe_depth_train,[ ] ( ) [ ] ( ] ( [ ] ) ( ) ( [ ] ) [ ( ) ] [ ] ( ) ( ) ( ( ) ( ( ) ( ) ) ( ) ( ) ) [ [ [ ( ) ] ( ) ] ( ) [ ] ] [ [ ] ] [ ] [ [ ] ],0,E3_type_mismatch,4,4,66,66,7,[ ] ( ) [ ] ( ) ( [ ] ) ( ) ( [ ] ) [ ( ) ] [ ] ( ) ( ) ( ( ) ( ( ) ( ) ) ( ) ( ) ) [ [ [ ( ) ] ( ) ] ( ) [ ] ] [ [ ] ] [ ] [ [ ] ],[ ] ( ) [ ] ( ] ( [ ] ) ( ) ( [ ] ) [ ( ) ] [ ] ( ) ( ) ( ( ) ( ( ) ( ) ) ( ) ( ) ) [ [ [ ( ) ] ( ) ] ( ) [ ] ] [ [ ] ] [ ] [ [ ] ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""REPLACE_RPAREN"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
179,probe_depth_train,( ( ) ) ( ) ) ( ( ( ) ) ) ( ) ( ) ( ),0,E4_premature_close,3,3,19,18,6,( ( ) ) ( ) ( ( ( ) ) ) ( ) ( ) ( ),( ( ) ) ( ) ) ( ( ( ) ) ) ( ) ( ) ( ),"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
180,probe_depth_train,[ [ ] ] ( [ ( ) ] [ ] ) [ ] [ [ ] ] [ ( ) [ [ [ ] ] ] ] ( ( [ [ ] ( ( ) ) ( ) ] ) ( ) ( [ [ ( ) ] ( [ ] ( ( ) ) ) ) ( ) ) ( ) ( ) ( ) ( ) [ ],0,E2_spurious_opener,5,5,71,70,44,[ [ ] ] ( [ ( ) ] [ ] ) [ ] [ [ ] ] [ ( ) [ [ [ ] ] ] ] ( ( [ [ ] ( ( ) ) ( ) ] ) ( ) ( [ ( ) ] ( [ ] ( ( ) ) ) ) ( ) ) ( ) ( ) ( ) ( ) [ ],[ [ ] ] ( [ ( ) ] [ ] ) [ ] [ [ ] ] [ ( ) [ [ [ ] ] ] ] ( ( [ [ ] ( ( ) ) ( ) ] ) ( ) ( [ [ ( ) ] ( [ ] ( ( ) ) ) ) ( ) ) ( ) ( ) ( ) ( ) [ ],"[""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""DELETE"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK"", ""OK""]"
